Labels,Washington D. C.,Nueva York,California,Texas,Florida,Illinois,Georgia,Pensilvania,Ohio,Maryland,Carolina del Norte,Arizona,Míchigan,Massachusetts,Kansas,Nueva Jersey,Tennessee,Minnesota,Colorado,Luisiana,Washington,Wisconsin,Virginia,Alabama,Nevada,Misuri,Kentucky,Oregón,Carolina del Sur,Indiana,Connecticut,Oklahoma,Iowa,Arkansas,Utah,Misisipi,Idaho,Nuevo México,Nebraska,Rhode Island,Maine,Nuevo Hampshire,Montana,Virginia Occidental,Delaware,Dakota del Sur,Vermont,Dakota del Norte,Wyoming,Estados Unidos
"Engagement",1118550,103454,89716,61410,55351,28292,23032,21805,17091,15554,15430,13441,13095,12974,12756,11402,10618,10613,8790,8445,8313,8174,7837,6854,6211,4918,4615,4336,4301,3646,3537,3355,2958,2883,2426,1822,1699,1625,1504,1433,1251,1194,1151,1128,948,644,562,446,369,0
